41798
<<<<<<< HEAD
tandem 0.831956
talking_about 1.178100
synthesized 0.643702
sydney 1.165944
surplus 0.675251
superstep 1.382181
sunny 1.148889
subcell 1.187776
structurational 1.507927
strip 0.965551
storage_requirement 1.344168
statistical_machine_translation 1.376392
sqmax 2.084484
spreading_activation 1.090759
spraying 1.222330
spectral_gap 1.071394
speakerlistener 1.840482
socnet 1.624147
socialrank 1.295648
sociallyaware 1.655486
social_norm 1.333874
snowball 1.142801
snmf 2.059266
sji 1.194934
singular_vectors 1.035751
sidiropoulos 1.055282
sideinformation 1.615903
showcase 0.985637
shlomo 1.128876
senses 0.916413
semantically_close 1.225103
sea 1.056635
scoring_rule 1.311575
scientometrics 0.607448
schmidt 1.207474
schedulability 1.011965
sameedge 2.048563
salvador 1.123239
ry 0.920401
russia 1.032725
riedel 1.307039
rfg 1.124699
restless_bandit 1.544044
residual_capacity 1.176377
requestors 1.231152
rendered 0.893077
relaxations 0.791612
relabeling 0.994016
reis 1.165747
regulate 0.757950
recreate 0.936272
recent_works 0.979785
raterecalldetection 2.254707
random_samples 1.002303
qmnt 1.860970
publication_venues 1.277484
publication_venue 1.263281
ptr 1.441076
provost 0.992323
provable 0.580852
protein_interaction_networks 1.018111
prompted 0.996240
programmer 0.961049
previously_proposed 1.127104
pretty 0.893389
preselected 0.732293
pref 1.402257
predicting_future 1.126471
preceded 1.221081
pope 0.974977
plethora 0.794182
playback 0.820304
pkin 1.336114
pinned 0.859803
pik 0.935238
pickup 0.997729
philadelphia 0.960995
performance_degradation 0.971076
pcfgs 0.851040
passively 0.738411
overloaded 0.877598
overlapping_clusters 0.662972
overlaid 0.847739
ought 0.875223
osdi 1.446693
online_activities 0.889073
onk 0.908747
offtopic 1.706773
noticing 0.936175
nodevec 1.534983
nicosia 1.312719
ney 1.219608
network_environments 0.879660
netplsa 1.886441
nchawland 1.749555
msg 1.341384
moser 1.165913
moody 1.321795
modeling_approach 0.955134
mobilityassisted 1.810279
mms 0.758857
mishra 1.026065
misbehavior 0.963231
mip 0.802446
miluzzo 2.015268
microphone 1.214333
meyer 1.097214
meud 1.769810
meta_data 1.025333
mcpns 1.964214
maximal_cliques 0.723603
married 0.867394
markov_logic_networks 1.158717
markov_chain_monte_carlo 0.981021
maleage 2.379485
ltd 0.854620
lqt 1.506029
lowered 0.935014
louis 1.156869
logcid 1.820449
llc 0.977842
lkn 1.357673
liquidity 0.828859
linear_transformation 0.995796
liability 0.802207
lexicons 0.773793
lender 0.931883
legacy 1.417505
leenders 1.029615
lat 0.598048
laplace 0.697580
laird 1.504623
laid 0.915740
kpart 1.199854
kneighborhood 1.667880
khop 0.714238
khk 1.226050
kendall 1.257003
ju 0.915915
jd 0.870939
ixi 1.116865
iter 1.020679
ipped 1.427529
inverted_lists 1.263815
intertwined 0.768662
internetwork 0.658410
interior 0.957510
industries 0.904255
incentivized 0.917640
inarc 1.463063
inaccuracy 0.743384
impact_factor 1.265978
immigration 1.136412
ieds 1.058533
iebased 1.829784
iai 1.038970
hpam 1.681734
historic 0.630112
hashed 0.797406
harrison 1.155887
hamiltonian 0.601639
gsi 1.255261
graph_cuts 1.121878
grammars 0.515029
graduate_students 1.064453
german 1.097579
geolife 1.761172
geographic_locations 0.946974
geographic_information 0.890382
genomic 1.039157
generalized_linear_model 1.041931
gcaocse 2.009054
gamon 1.155066
gambetta 0.973005
funding_agencies 0.949372
freq 0.837463
food_web 1.104621
floyd 1.073149
fitted 0.821371
finin 1.183113
fees 1.246672
facial 0.937509
extremely_small 1.184106
extremely_high 1.136027
external_knowledge 1.200907
extendable 0.965996
exponential_growth 0.729880
evidenced 1.067242
evacuate 0.893439
erev 0.891398
english_wikipedia 1.140100
energy_storage 1.111871
encourages 0.774595
electricity 0.993875
ecml_pkdd 1.104060
easley 1.060339
earn 0.919843
dseu 2.118852
downlink 0.784989
doublematching 1.837767
dmkd 1.717268
djia 0.864860
divisions 0.781024
distance_measures 0.928806
disregarding 0.818824
disregard 0.671293
discarding 0.846518
diagonal_elements 1.085613
design_decisions 1.112277
dependency_structure 0.879675
deliberately 0.849581
def 0.674386
decisioncentric 1.763518
decision_support_systems 1.196083
daughter 1.397496
cummings 1.286765
cubic 0.603747
cse 1.335814
cryptographic 0.701906
crossgenre 1.652406
crc_press 1.238746
crashes 0.977315
cov 0.939549
correlating 0.817037
corpus_size 1.111969
corea 1.028978
conveyed 0.921894
context_information 0.964648
conjugate 0.645062
concurrency 0.591492
concentrates 1.153994
computer_viruses 1.008974
compactly 0.606157
colocality 1.662183
collude 0.922707
colleges 0.755765
college_football 1.551284
colleague 1.024051
cognitive_processes 0.873714
cluster_centroids 1.020783
clusciterel 1.806293
cls 1.279935
clauses 0.839745
chua 0.926853
christensen 1.335810
chong 1.000143
chisquare 1.700399
chengxiang 0.753205
cco 1.198042
cci 1.145985
cca 1.128003
caught 0.961610
carefully_chosen 0.960092
caffe 1.107791
cachedata 1.698372
bunde 1.225586
buffered 0.918450
buffer_size 1.098507
bualo 1.929813
bruteforce 1.074235
brother 1.229714
breakpoints 0.737717
bousquet 1.331433
bootstrap_percolation 1.010770
blumm 1.612239
binball 1.695304
bimodality 0.995798
bills 1.004468
bike 1.107655
bigben 1.377915
bergstrom 1.132388
believability 1.005813
battalion 0.982591
basak 0.784651
averagelog 1.920443
authoritative 0.887345
attentive 1.121740
attending 0.885591
asymptotic_behavior 0.843289
artiles 1.165866
aref 1.211478
animation 1.009538
amplication 1.710509
amer 1.067255
alongside 0.975750
alive 1.003627
albertlaszlo 1.798934
akb 0.892685
aggressively 0.933341
afnities 1.486190
adler 1.342846
adjustments 0.701391
adaptability 0.776613
actororiented 1.748690
acne 0.832619
wosn 1.615407
worknode 1.742655
wonder 1.209942
wildlife 0.942682
whiteblack 1.374284
wells 1.362098
webkb 2.000281
web_intelligence 1.224252
weakness 0.954754
weakened 1.013781
vsm 0.944972
voted 1.056495
violet 1.236811
variational_inference 0.908909
vahdat 0.995844
unused 1.069044
unprotected 1.162551
unmarked 0.865042
unlimitedunclassified 1.917016
unit_disk 1.145515
uninformative 0.747680
uctuate 1.619933
type_iii 1.708075
tween 0.556136
truthfully 1.124705
trains 0.685825
topn 1.560030
tolerant 0.741649
tmbpregu 1.737750
third_international_conference 1.515628
terrorism 0.826633
term_frequency 1.268170
tenenbaum 1.223926
technically 0.758815
team_players 1.231047
tas 1.172298
tackled 1.003270
sync 0.607367
successor 1.127034
sublinearly 1.089944
structured_output 1.049033
statistical_relational_learning 1.112418
stanford_university 1.008177
stability_analysis 1.029441
spurious_edges 1.235966
spitzberg 0.762876
spiro 1.111241
spc 1.606245
social_signals 1.001524
social_phenomena 0.849904
small_worlds 1.164336
sjact 1.975887
sip 0.629257
similaritybased 1.405005
sieves 0.802329
shuffle 1.124758
serrano 1.206173
seminar 1.092893
semantically_equivalent 1.142474
selfloop 1.476913
seg 1.315645
search_queries 0.924323
scnarc 1.723069
sas 1.120734
sarma 0.962929
saddlenode 1.717057
saberi 1.079798
ruan 1.109388
rrr 0.985863
routing_overhead 0.974394
rock 1.149218
reused 0.959160
relative_position 1.214989
regressions 0.956616
register 0.574716
recent_developments 1.179098
receipt 1.039132
rastogi 1.006263
ranking_lists 1.027815
randomized_algorithms 0.666392
randomized_algorithm 0.601361
randomize 0.796792
raising 0.694652
quenched 0.762314
pzd 1.026121
pursued 1.037735
purchases 1.071611
pti 1.100984
pseudonyms 0.889827
proprietary 0.892383
projecting 0.834885
programming_framework 0.951341
prociency 1.794839
primaldual 2.030369
prevailing 0.966383
prenticehall 1.674893
postulate 0.658704
posters 0.794012
pixel 0.843539
pipelined 0.653558
pfrank 1.876799
peterson 1.510677
perra 0.986785
penalizes 0.807639
patrick 1.242816
partially_connected 1.684234
page_rank 1.177708
pag 1.059366
outneighbors 1.625035
orgby 2.432568
oper 0.865592
onm 0.965502
numbered 0.846350
noninteracting 0.723991
node_level 0.808520
nns 0.765003
neutrality 0.716618
neurons 0.703329
network_formation_games 1.320760
network_attacks 1.683460
netinf 1.744116
negatives 0.752182
nci 0.944355
navigating 0.743787
nation 1.025176
nanni 1.293265
naivebayes 2.025644
mutuality 0.832971
muthukrishnan 1.020578
modulated 0.553072
metaphor 1.000382
mere 0.934758
mediums 0.852094
mechanical 0.925214
measurable 0.576084
mcgrath 1.249200
maybe 1.069142
maximum_size 0.989623
maxcredibility 1.777992
mathematical_models 0.818459
maruhashi 1.399621
manifest 0.869108
malemale 2.068288
mahalanobis_distance 0.897289
magnetization 0.676993
macy 1.172173
loci 1.002039
link_quality 1.173150
linear_interpolation 0.653421
linear_function 0.595896
limited_attention 1.142583
lend 0.836183
larry 1.230203
kij 0.770881
kdimensional 1.703339
kashtan 0.952162
jlis 1.606771
jki 1.304153
japans 0.764529
jacana 0.747900
investing 1.051378
invaluable 0.732688
intractability 1.125126
interserviceindustry 2.018994
internet_movie_database 1.323348
intercommunity 0.913707
interagency 0.851592
instrument 0.654742
instruction 0.860391
inspiration 0.993096
inmum 1.624272
ings 0.915295
information_management 1.057140
inferior 0.852217
indyk 0.906677
individual_characteristics 1.029979
incentivize 0.825240
ih 1.012658
icdrf 1.603391
human_brain 1.039551
hull 1.065967
hughes 1.139607
hsieh 0.877566
hobbs 1.472312
hlda 1.264147
hkouti 1.900890
highperformance 1.571677
highly_scalable 0.773408
highly_desirable 0.949530
hhx 1.058422
hf 0.811571
henderson 1.251462
hector 1.067532
heaps 0.926072
health_care 0.964486
hci 0.863438
hayes 1.345245
gym 1.225547
gunning 1.336771
guise 1.381464
group_member 1.137505
goldenberg 1.188356
gnmtf 1.770056
globe 0.974562
geometrical 0.577499
gateways 0.772832
ganesh 0.978146
fsl 0.850222
french 1.032593
fragmented 0.994111
forensic_analysis 0.984921
fach 1.086469
extreme_cases 0.826896
expertise_ranking 1.041843
experimenting 0.695695
expended 0.971409
eventaspect 1.637116
eve 1.304260
ettn 1.607750
error_metric 1.174187
environmental_conditions 0.855221
elegant 0.852403
electric 0.996490
ein 1.257433
eigendecomposition 0.735191
effect_size 1.089628
easily_computed 0.853726
dominators 0.915840
domainindependent 1.518168
dod 1.151070
divf 2.047106
distance_functions 0.792460
disguised 0.990558
dihmm 1.549467
digraphs 0.448609
detection_method 1.149689
desiderata 0.864597
departures 1.109476
dense_regions 0.974355
delta_function 1.119726
delivery_service 1.740780
dblpt 1.834791
cutoffs 0.950161
customary 1.157517
cstretch 1.743884
crossslot 1.817081
credibility_judgments 0.986411
cost_model 1.131139
cosley 1.068376
corresponded 1.031613
convolutions 0.566152
control_policy 1.358652
contextual_factors 0.900757
conflicting 0.951509
configured 0.952708
concatenate 0.613529
computational_trust 1.294981
compression_rates 0.996884
compression_rate 0.708078
compositionality 0.972906
compactness 0.674256
color_histogram 0.965921
cluster_assignment 1.015307
clm 1.039292
citation_graph 0.800322
cidxcid 1.777707
cidsncid 1.810447
cidcidf 1.906406
chao 0.902169
change_point 1.325840
causal_relations 0.870291
category_hierarchy 0.844960
carreras 1.180828
caption 0.911427
canadian 1.148920
byproduct 0.654674
business_intelligence 1.123696
builtin 0.567109
brockmann 1.317646
bro 1.309698
bmax 1.371324
blum 1.151986
blended 1.078693
bifurcations 0.785891
benevenuto 1.224076
bed 0.876819
bcp 1.218447
baruch 1.030653
banned 1.182638
balls 1.054641
axi 1.255185
avro 1.048988
automatica 1.114931
asur 0.910568
artsense 1.920760
arjournals 2.316222
approximate_matching 1.043285
apprentice 1.313007
aperiodic 0.847165
anymore 0.903048
anxiety 1.042071
annual_international_conference 1.494860
anger 1.346600
andrighetto 1.238497
ancm 2.016309
amn 1.435855
alternates 0.923338
akin 0.954146
aggression 1.087442
agarwal 0.817577
advertise 1.061107
advancing 0.929536
accuser 1.152348
accumulating 0.789489
access_pattern 1.202364
= 1.808227
; 1.582343
znk 1.226265
zipcode 0.857318
zb 0.734006
wout 0.832314
worms 0.993399
wordlevel 1.600124
wise 0.911861
whatif 1.296527
voluntary 0.862568
visual_words 1.392450
visual_appearance 1.127428
villagers 1.399054
vanishing 0.985687
user_similarity 1.093455
user_grouping 1.065268
user_group 1.382866
urgent 0.728675
urban_planning 1.142517
upcoming 0.775822
unsustainable 0.988958
unobtrusive 1.047825
uninformed 0.919604
uniformly_sampled 1.000950
unambiguous 0.697934
uh 0.889035
typology 0.839833
tripartite_graph 0.848367
transport_layer 1.218426
transact 0.825813
topological_properties 0.695036
topiclabel 1.920588
tls 1.053446
tle 0.980395
tkt 1.009454
timeaware 1.707031
tf_idf 1.316954
team_leader 1.071466
target_tracking 1.150133
tailor 0.897772
sycara 1.094712
suv 0.705529
summary_statistics 0.902929
succeeding 1.123400
subspace_clustering 0.829382
strike 1.028654
statistical_measures 0.908503
specification 0.661591
specicidc 1.356797
specications 1.132233
spatial_features 1.144431
sop 1.057003
software_agents 1.065751
social_factors 0.917022
social_circles 1.174372
sociablesense 1.967394
sna 0.892128
smashed 1.012390
skipping 1.025501
sixth 0.870634
sion 0.609701
simg 1.272351
shortest_distances 0.992203
shortcoming 0.744475
shannons 0.709624
sequential_pattern_mining 1.152413
selfsustaining 1.775067
selfsimilar 1.474866
seiv 1.730677
seeker 1.155907
scholar 0.866877
scd 1.255298
sampling_rates 1.028127
rsthand 1.724181
rh 1.190104
retransmission 0.823295
result_sets 1.117440
responders 0.897426
respects 0.786458
researchinterest 1.670282
repetitive 0.710330
recomputed 0.812806
rebut 0.961161
rdftype 1.839661
randomly_sampling 1.052592
radev 0.869173
query_result 0.907482
query_keywords 0.861132
query_generation 0.982520
quantitative_evaluation 0.959834
quality_estimation 1.067075
qualifier 0.983347
qtx 1.957226
qkl 2.151540
q 1.104476
pwd 1.242465
purnell 1.228709
psnap 1.641812
proximate 0.986005
proportionally 0.743833
product_development 1.414824
problem_instances 0.963832
probabilistic_latent_semantic_indexing 1.163088
proactive 0.842323
primal 1.086893
prexspan 1.976782
prediction_based 1.078121
posfai 2.001432
pmm 0.665309
plenty 0.941855
pkk 0.701549
phillips 1.324471
pgk 1.406307
pedreschi 1.989493
pcpnet 1.804490
pci 0.770949
pcc 0.940037
pbp 1.367622
pattern_set 1.223806
pattern_growth 1.041659
past_experience 1.277632
partial_order 1.100877
packet_size 1.084456
overt 0.800957
overspending 0.952941
outlier_detection 1.164902
outer_loop 1.083345
optionally 0.850678
open_questions 1.200073
onestep 0.859576
omar 1.009015
ocid 1.368784
objectlevel 1.790494
nsc 1.363132
npr 0.833666
noties 1.626024
nonreciprocity 1.631199
nonergodic 1.284536
nonchurner 1.757396
nonasymptotic 1.688771
node_deletion 0.811188
nocache 1.487862
nn_search 1.313326
nlb 1.150704
nicominer 1.633982
next_generation 1.231773
networked_sensing 1.235184
nearest_neighbor_search 1.161852
ndimensional 1.682880
nba 0.786339
nab 1.261081
mut 1.117709
murai 1.016054
multiway 0.749776
multitask_learning 0.951969
multidocument_summarization 0.789020
mucha 1.044109
msn 0.888331
mobile_adhoc_network 1.131000
mixfea 1.716473
mixed_strategies 1.281881
misbehaviors 1.077394
mintz 1.244810
minimally 0.754448
microarray 0.685722
meyers 1.379068
message_length 1.229458
mental_model 1.199361
medscript 1.747550
mdp 1.048019
maxj 1.645162
malefemale 1.712661
male_female 1.327516
macskassy 1.627488
lowercase 1.194421
loosely_connected 1.082078
loopybp 1.808913
logm 0.838227
linkprediction 1.716157
lif 0.664901
lerman 1.098470
lefthand 0.831535
leastsquares 1.648254
learning_theory 1.249172
latent_factor 0.774043
kstep 1.681223
koudas 0.985171
knowledge_engineering 1.124320
kgs 0.883565
kellogg 1.385699
kdd_cup 1.073940
kan 1.116648
kall 1.055700
jz 1.057957
jq 1.168803
jihrpi 1.835900
isdn 1.052697
interpersonal_relationships 0.749792
intermittently 1.113245
interactome 0.934147
interactive_visualization 0.924309
intelligent_agents 1.083641
inspire 0.736515
inliers 0.603955
inhomogeneous 0.663533
inherits 0.983018
independent_variable 1.146642
implementation_details 0.997095
impacting 0.684886
immersive 0.908815
image_labeling 1.389766
ickr 1.765559
httpcogcomp 1.904395
hosting 0.969978
hollywood 1.084899
hofman 1.285896
hoad 0.915439
hirsch 1.250063
highways 0.892677
hierarchy_construction 1.252311
hgs 1.010159
hello 1.329850
heldout 1.533904
helbing 1.040115
heavy_tails 1.293121
hadamard 0.833334
haahr 1.199055
guesslca 1.861999
graphta 1.895865
gone 1.165022
geosensory 1.712656
generations 0.798168
fuzziness 0.680829
furniture 1.349030
fund 1.050451
frey 1.246869
fouss 1.761875
fourth_international 1.464362
force_directed 1.077587
fits 1.103601
femaleage 2.346094
factorizations 0.711834
faceted_search 0.974254
extracted_features 0.972313
exact_match 1.134950
eventcube 1.588364
envelope 0.835798
enumerated 0.686243
enterprise_network 1.032966
emulator 1.011281
elmagarmid 1.570219
economic_development 1.068134
early_stages 0.975861
dumps 1.113427
dth 0.788161
drineas 1.794753
drill_down 1.158212
dktb 1.728146
dkd 1.415703
divorced 1.276990
distributed_algorithms 0.911079
disruption 0.858684
dispersion 0.611195
direct_link 1.312620
dio 1.255762
digits 0.692499
dies 1.352129
dialogues 1.156291
dhs 1.264656
destinationawareness 1.817368
desirable_properties 0.836325
dempsters 1.296107
dch 1.222292
dandekar 0.760043
cwp 0.871904
cuvs 1.416772
curation 0.679270
cumulative_advantage 1.161592
